-0.096	0.56
-0.0956	-0.16
-0.0952	-0.4
-0.0948	-0.08
-0.0944	-0.32
-0.094	-0.4
-0.0936	0.08
-0.0932	0.32
-0.0928	0.24
-0.0924	0.08
-0.092	-0.32
-0.0916	-0.4
-0.0912	0.08
-0.0908	0
-0.0904	-0.16
-0.09	0.08
-0.0896	0
-0.0892	0
-0.0888	0.32
-0.0884	0.4
-0.088	-0.4
-0.0876	-0.56
-0.0872	0
-0.0868	-0.08
-0.0864	0.24
-0.086	0.48
-0.0856	0.48
-0.0852	0.16
-0.0848	-0.32
-0.0844	-0.4
-0.084	0.16
-0.0836	0.16
-0.0832	0
-0.0828	0.24
-0.0824	-0.16
-0.082	-0.24
-0.0816	0
-0.0812	0.24
-0.0808	0.24
-0.0804	0.16
-0.08	-0.24
-0.0796	-0.4
-0.0792	0.08
-0.0788	0.16
-0.0784	0.32
-0.078	0.16
-0.0776	-0.24
-0.0772	-0.32
-0.0768	0.08
-0.0764	0.24
-0.076	0.16
-0.0756	0.08
-0.0752	-0.08
-0.0748	-0.08
-0.0744	0.16
-0.074	0.16
-0.0736	0
-0.0732	0.08
-0.0728	-0.08
-0.0724	-0.16
-0.072	0.16
-0.0716	0.16
-0.0712	0.16
-0.0708	0.16
-0.0704	-0.08
-0.07	-0.24
-0.0696	0.08
-0.0692	0.16
-0.0688	0.16
-0.0684	0.08
-0.068	-0.16
-0.0676	-0.24
-0.0672	0.08
-0.0668	0.16
-0.0664	0.16
-0.066	0.08
-0.0656	-0.16
-0.0652	-0.08
-0.0648	0
-0.0644	0.16
-0.064	0.24
-0.0636	0.08
-0.0632	-0.08
-0.0628	-0.16
-0.0624	0
-0.062	0.24
-0.0616	0.16
-0.0612	0.08
-0.0608	-0.08
-0.0604	-0.16
-0.06	0
-0.0596	0.08
-0.0592	0.16
-0.0588	0.08
-0.0584	0
-0.058	-0.08
-0.0576	-0.08
-0.0572	0.16
-0.0568	0.16
-0.0564	0.16
-0.056	0
-0.0556	-0.16
-0.0552	-0.08
-0.0548	0.08
-0.0544	0.24
-0.054	0.16
-0.0536	-0.08
-0.0532	-0.08
-0.0528	-0.08
-0.0524	0.16
-0.052	0.24
-0.0516	0.08
-0.0512	0
-0.0508	-0.08
-0.0504	0
-0.05	0.08
-0.0496	0.08
-0.0492	0.08
-0.0488	0
-0.0484	-0.08
-0.048	-0.08
-0.0476	0.08
-0.0472	0.16
-0.0468	0.16
-0.0464	0
-0.046	-0.08
-0.0456	0
-0.0452	0.16
-0.0448	0.16
-0.0444	0.16
-0.044	0
-0.0436	-0.08
-0.0432	0
-0.0428	0
-0.0424	0.16
-0.042	0.16
-0.0416	0.16
-0.0412	0
-0.0408	0
-0.0404	0
-0.04	0.16
-0.0396	0.16
-0.0392	0.08
-0.0388	-0.08
-0.0384	-0.08
-0.038	0
-0.0376	0.08
-0.0372	0.16
-0.0368	0
-0.0364	0
-0.036	0.08
-0.0356	0.08
-0.0352	0.08
-0.0348	0
-0.0344	0
-0.034	0.16
-0.0336	0.16
-0.0332	0
-0.0328	0.08
-0.0324	0.08
-0.032	0
-0.0316	0.08
-0.0312	0
-0.0308	0
-0.0304	0.16
-0.03	0.08
-0.0296	0
-0.0292	0
-0.0288	0
-0.0284	0
-0.028	0.08
-0.0276	0
-0.0272	0.08
-0.0268	0
-0.0264	0.08
-0.026	0.08
-0.0256	-0.08
-0.0252	0
-0.0248	0.16
-0.0244	0.08
-0.024	0
-0.0236	0
-0.0232	0
-0.0228	0
-0.0224	0.16
-0.022	0
-0.0216	-0.24
-0.0212	-0.08
-0.0208	-0.08
-0.0204	0.08
-0.02	0.08
-0.0196	0.08
-0.0192	0
-0.0188	-0.08
-0.0184	0.24
-0.018	0.16
-0.0176	0.08
-0.0172	-0.08
-0.0168	-0.16
-0.0164	0
-0.016	0
-0.0156	0.08
-0.0152	-0.24
-0.0148	-0.08
-0.0144	0.24
-0.014	0
-0.0136	0
-0.0132	-0.48
-0.0128	-0.08
-0.0124	0.24
-0.012	0.32
-0.0116	0.16
-0.0112	-0.08
-0.0108	0.16
-0.0104	0
-0.01	0
-0.0096	0.16
-0.0092	0.16
-0.0088	-0.08
-0.0084	-0.16
-0.008	-0.16
-0.0076	0.16
-0.0072	-0.24
-0.0068	-0.24
-0.0064	0.48
-0.006	-0.32
-0.0056	0.16
-0.0052	0.72
-0.0048	-0.56
-0.0044	-0.72
-0.004	0.08
-0.0036	0.48
-0.0032	0.48
-0.0028	-0.4
-0.0024	-0.64
-0.002	-0.4
-0.0016	-1.12
-0.0012	-1.12
-0.0008	-1.12
-0.0004	-1.12
0	1.04
0.0004	1.04
0.0008	1.04
0.0012	1.04
0.0016	1.04
0.002	-1.2
0.0024	0.08
0.0028	0.4
0.0032	-0.16
0.0036	0.4
0.004	0.24
0.0044	-1.04
0.0048	0.16
0.0052	0.32
0.0056	0.96
0.006	0.8
0.0064	-0.64
0.0068	0.4
0.0072	-0.16
0.0076	-1.12
0.008	0.4
0.0084	1.04
0.0088	1.04
0.0092	1.04
0.0096	-1.2
0.01	-1.2
0.0104	-1.2
0.0108	-1.12
0.0112	-1.12
0.0116	-1.12
0.012	1.04
0.0124	1.04
0.0128	1.04
0.0132	1.04
0.0136	1.04
0.014	-1.2
0.0144	-0.72
0.0148	0.16
0.0152	0
0.0156	-0.32
0.016	0.64
0.0164	-0.56
0.0168	-1.12
0.0172	0.48
0.0176	0.96
0.018	0.8
0.0184	1.04
0.0188	0.8
0.0192	-1.12
0.0196	-1.12
0.02	1.04
0.0204	0.4
0.0208	1.04
0.0212	1.04
0.0216	-1.2
0.022	-1.2
0.0224	-1.12
0.0228	-1.12
0.0232	-1.04
0.0236	-1.04
0.024	1.04
0.0244	1.04
0.0248	1.04
0.0252	1.04
0.0256	1.04
0.026	-1.2
0.0264	-1.12
0.0268	0.08
0.0272	1.04
0.0276	0.32
0.028	-1.12
0.0284	-1.12
0.0288	-1.12
0.0292	-0.48
0.0296	1.04
0.03	0.96
0.0304	0.72
0.0308	-1.12
0.0312	1.04
0.0316	0.48
0.032	-1.12
0.0324	-0.72
0.0328	1.04
0.0332	0.96
0.0336	-1.2
0.034	-1.2
0.0344	-1.12
0.0348	-1.12
0.0352	-1.12
0.0356	-1.04
0.036	1.04
0.0364	1.04
0.0368	1.04
0.0372	1.04
0.0376	1.04
0.038	-1.12
0.0384	-1.12
0.0388	0.48
0.0392	0.88
0.0396	0.72
0.04	0.64
0.0404	-1.12
0.0408	-1.12
0.0412	0.96
0.0416	0.96
0.042	-1.12
0.0424	1.04
0.0428	1.04
0.0432	-1.2
0.0436	0.8
0.044	-1.12
0.0444	0.32
0.0448	1.04
0.0452	1.04
0.0456	-1.2
0.046	-1.2
0.0464	-1.2
0.0468	-1.12
0.0472	-1.12
0.0476	-1.12
0.048	1.12
0.0484	1.12
0.0488	1.04
0.0492	1.04
0.0496	1.04
0.05	-1.2
0.0504	-1.12
0.0508	0.24
0.0512	0.96
0.0516	0.48
0.052	0.96
0.0524	0.96
0.0528	0.32
0.0532	-1.12
0.0536	1.04
0.054	1.04
0.0544	-1.2
0.0548	0.96
0.0552	-1.12
0.0556	1.04
0.056	-1.12
0.0564	-1.12
0.0568	1.04
0.0572	1.04
0.0576	1.04
0.058	-1.2
0.0584	-1.2
0.0588	-0.56
0.0592	-1.12
0.0596	-1.12
0.06	1.04
0.0604	1.04
0.0608	1.04
0.0612	1.04
0.0616	1.04
0.062	-1.12
0.0624	-1.12
0.0628	-0.56
0.0632	1.04
0.0636	1.04
0.064	1.04
0.0644	-1.2
0.0648	-1.2
0.0652	1.04
0.0656	-0.64
